model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.18641,0.144604,1.664619,1.753865,0.20208
lgbm_dart#2,0.178194,0.149576,1.582125,1.704501,0.20473
lgbm_gbdt#1,0.17747,0.155965,1.793722,1.898834,0.187672
rf#1,0.176555,0.150935,1.286674,1.445485,0.240374
L-En,0.175845,0.095698,2.077138,1.834219,0.166587
elasticnet#2,0.173163,0.102853,2.028099,1.920739,0.171181
elasticnet#1,0.172073,0.102503,2.030458,1.93411,0.169382
lasso#1,0.16876,0.102294,2.035286,1.967043,0.164169
lasso#2,0.168642,0.102261,2.035774,1.968254,0.163959
lgbm_gbdt#2,0.164699,0.129561,1.862268,1.878487,0.157567
rf#2,0.151868,0.116524,1.328849,1.413226,0.209856
lgbm_dart#1,0.120589,0.08732,1.915518,2.029444,0.112949
ffn#2,0.11184,0.07919,1.247905,1.267496,0.196863
pcr#1,0.109004,0.048417,2.118391,2.474157,0.0931
pcr#2,0.109004,0.048417,2.118391,2.474157,0.0931
ffn#1,0.105786,0.076265,1.208264,1.236917,0.196066
ridge#1,0.045134,0.096639,0.976057,1.73683,0.164291
pls#1,0.04191,0.063011,1.035296,1.241431,0.166099
ridge#2,0.040981,0.096977,0.93766,1.73342,0.164452
pls#2,0.003193,-0.018271,0.851524,0.493738,0.196471
